,key_0,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,error,track_id,track_name,country
95,08EfczsoI1YQSM70hFId4y,0.212,0.15,0.0,-19.405,1.0,0.0434,0.951,0.837,0.0657,0.142,74.58,audio_features,08EfczsoI1YQSM70hFId4y,spotify:track:08EfczsoI1YQSM70hFId4y,https://api.spotify.com/v1/tracks/08EfczsoI1YQSM70hFId4y,https://api.spotify.com/v1/audio-analysis/08EfczsoI1YQSM70hFId4y,72867.0,4.0,,08EfczsoI1YQSM70hFId4y,"Jamaica: Jamaica, Land We Love, ""Eternal Father, bless our land…""",Jamaica
96,3MEFObi1Wv23WaBdkZl7s4,0.116,0.0777,0.0,-19.802,1.0,0.0449,0.983,0.798,0.136,0.0673,71.322,audio_features,3MEFObi1Wv23WaBdkZl7s4,spotify:track:3MEFObi1Wv23WaBdkZl7s4,https://api.spotify.com/v1/tracks/3MEFObi1Wv23WaBdkZl7s4,https://api.spotify.com/v1/audio-analysis/3MEFObi1Wv23WaBdkZl7s4,61747.0,4.0,,3MEFObi1Wv23WaBdkZl7s4,"Japan: Kimigayo (His Majesty's Reign), ""May your reign continue for a thousand, eight thousand generations…"" [arr. P. Breiner]",Japan
97,61a4mI6kB0JRsj3vqSrnjF,0.218,0.161,5.0,-17.203,1.0,0.0333,0.797,0.844,0.112,0.638,111.941,audio_features,61a4mI6kB0JRsj3vqSrnjF,spotify:track:61a4mI6kB0JRsj3vqSrnjF,https://api.spotify.com/v1/tracks/61a4mI6kB0JRsj3vqSrnjF,https://api.spotify.com/v1/audio-analysis/61a4mI6kB0JRsj3vqSrnjF,51760.0,4.0,,61a4mI6kB0JRsj3vqSrnjF,"Jordan: As-salam al-malaki al-urdoni (Long Live the King of Jordan), ""Long live the King! Long live the King!…"" [2005 arrangement]",Jordan
98,1QJWhZ5HwOSpBkJe9QDwLA,0.314,0.326,7.0,-14.393,1.0,0.0372,0.89,0.763,0.119,0.354,99.027,audio_features,1QJWhZ5HwOSpBkJe9QDwLA,spotify:track:1QJWhZ5HwOSpBkJe9QDwLA,https://api.spotify.com/v1/tracks/1QJWhZ5HwOSpBkJe9QDwLA,https://api.spotify.com/v1/audio-analysis/1QJWhZ5HwOSpBkJe9QDwLA,72173.0,1.0,,1QJWhZ5HwOSpBkJe9QDwLA,"Kazakhstan: Menin Qazaqstanim (My Kazakhstan), ""Sky of golden sun…"" [2006 onwards]",Kazakhstan
99,5b4AFCtBCXQPhv1kZ6n1fA,0.643,0.0885,9.0,-12.49,0.0,0.0523,0.813,0.969,0.0951,0.578,69.745,audio_features,5b4AFCtBCXQPhv1kZ6n1fA,spotify:track:5b4AFCtBCXQPhv1kZ6n1fA,https://api.spotify.com/v1/tracks/5b4AFCtBCXQPhv1kZ6n1fA,https://api.spotify.com/v1/audio-analysis/5b4AFCtBCXQPhv1kZ6n1fA,78773.0,5.0,,5b4AFCtBCXQPhv1kZ6n1fA,"Kenya: Wimbo Wa Taifa (National Anthem), ""O God of all creation…"" [Olympic version] [arr. P. Breiner]",Kenya
100,6EpwbhInXRZ1OOMfYPg687,0.293,0.378,2.0,-14.26,1.0,0.0383,0.47,0.967,0.252,0.357,125.166,audio_features,6EpwbhInXRZ1OOMfYPg687,spotify:track:6EpwbhInXRZ1OOMfYPg687,https://api.spotify.com/v1/tracks/6EpwbhInXRZ1OOMfYPg687,https://api.spotify.com/v1/audio-analysis/6EpwbhInXRZ1OOMfYPg687,70800.0,4.0,,6EpwbhInXRZ1OOMfYPg687,"Korea, North: Aegukka (Patriotic Song), ""Let morning shine on the silver and gold of this land…"" [Olympic version]","Korea, North"
101,3mV7S5eI3v8QZHn9vYZktE,0.268,0.262,9.0,-14.101,1.0,0.0347,0.854,0.953,0.134,0.235,65.847,audio_features,3mV7S5eI3v8QZHn9vYZktE,spotify:track:3mV7S5eI3v8QZHn9vYZktE,https://api.spotify.com/v1/tracks/3mV7S5eI3v8QZHn9vYZktE,https://api.spotify.com/v1/audio-analysis/3mV7S5eI3v8QZHn9vYZktE,65267.0,3.0,,3mV7S5eI3v8QZHn9vYZktE,"Korea, South: Aegukga (Patriotic Hymn), ""Tong-Hai Sea and Pakdoo Mountain…"" [2005 arrangement]","Korea, South"
102,61AkfWHn26E1Cx8tAaetJW,0.258,0.376,7.0,-12.423,1.0,0.0343,0.643,0.726,0.284,0.211,39.084,audio_features,61AkfWHn26E1Cx8tAaetJW,spotify:track:61AkfWHn26E1Cx8tAaetJW,https://api.spotify.com/v1/tracks/61AkfWHn26E1Cx8tAaetJW,https://api.spotify.com/v1/audio-analysis/61AkfWHn26E1Cx8tAaetJW,67720.0,4.0,,61AkfWHn26E1Cx8tAaetJW,Kosovo: Europe,Kosovo
103,3ehJDrZeEpMpjxyCo90gUd,0.478,0.55,7.0,-12.171,0.0,0.0388,0.678,0.789,0.0972,0.512,52.23,audio_features,3ehJDrZeEpMpjxyCo90gUd,spotify:track:3ehJDrZeEpMpjxyCo90gUd,https://api.spotify.com/v1/tracks/3ehJDrZeEpMpjxyCo90gUd,https://api.spotify.com/v1/audio-analysis/3ehJDrZeEpMpjxyCo90gUd,55867.0,4.0,,3ehJDrZeEpMpjxyCo90gUd,"Kurdistan: Ey Reqib (Hey Guard), ""Oh enemy Kurdish people live on…"" [short version]",Kurdistan
104,4zp6RAeojmKszxq7HE6lmn,0.52,0.357,0.0,-15.069,1.0,0.0489,0.801,0.948,0.31,0.922,76.102,audio_features,4zp6RAeojmKszxq7HE6lmn,spotify:track:4zp6RAeojmKszxq7HE6lmn,https://api.spotify.com/v1/tracks/4zp6RAeojmKszxq7HE6lmn,https://api.spotify.com/v1/audio-analysis/4zp6RAeojmKszxq7HE6lmn,53867.0,4.0,,4zp6RAeojmKszxq7HE6lmn,"Kuwait: ""Kuwait, Kuwait, Kuwait, my country…"" (arr. P. Breiner)",Kuwait
105,0MojoACMmhtiH8iqFcy2l2,0.187,0.166,9.0,-16.524,1.0,0.038,0.66,0.558,0.0947,0.385,163.409,audio_features,0MojoACMmhtiH8iqFcy2l2,spotify:track:0MojoACMmhtiH8iqFcy2l2,https://api.spotify.com/v1/tracks/0MojoACMmhtiH8iqFcy2l2,https://api.spotify.com/v1/audio-analysis/0MojoACMmhtiH8iqFcy2l2,61907.0,4.0,,0MojoACMmhtiH8iqFcy2l2,"Kyrgyzstan: ""High mountains, valleys and fields…"" (Olympic version) [arr. P. Breiner]",Kyrgyzstan
106,6vb3OQNEGDgg6SJQDmzDNK,0.388,0.146,5.0,-16.934,1.0,0.0462,0.871,0.849,0.193,0.336,120.919,audio_features,6vb3OQNEGDgg6SJQDmzDNK,spotify:track:6vb3OQNEGDgg6SJQDmzDNK,https://api.spotify.com/v1/tracks/6vb3OQNEGDgg6SJQDmzDNK,https://api.spotify.com/v1/audio-analysis/6vb3OQNEGDgg6SJQDmzDNK,84867.0,4.0,,6vb3OQNEGDgg6SJQDmzDNK,"Laos: Pheng Xat Lao (Hymn of the Lao People), ""For all time the Lao people…"" [arr. P. Breiner]",Laos
107,4zgw6IzOyHdYacL1Ru6wex,0.216,0.175,7.0,-13.615,1.0,0.0394,0.863,0.903,0.352,0.385,125.028,audio_features,4zgw6IzOyHdYacL1Ru6wex,spotify:track:4zgw6IzOyHdYacL1Ru6wex,https://api.spotify.com/v1/tracks/4zgw6IzOyHdYacL1Ru6wex,https://api.spotify.com/v1/audio-analysis/4zgw6IzOyHdYacL1Ru6wex,66773.0,1.0,,4zgw6IzOyHdYacL1Ru6wex,"Latvia: Latvijas Valsts Himna (Latvian State Anthem), ""Bless Latvia, O God…"" [Olympic version] [arr. P. Breiner]",Latvia
108,3GtvlyJTnXU13BRTdgwylM,0.41,0.117,7.0,-16.73,1.0,0.037,0.799,0.975,0.351,0.573,83.724,audio_features,3GtvlyJTnXU13BRTdgwylM,spotify:track:3GtvlyJTnXU13BRTdgwylM,https://api.spotify.com/v1/tracks/3GtvlyJTnXU13BRTdgwylM,https://api.spotify.com/v1/audio-analysis/3GtvlyJTnXU13BRTdgwylM,70333.0,4.0,,3GtvlyJTnXU13BRTdgwylM,"Lebanon: ""All of us! For our Country, for our Flag and Glory!…""",Lebanon
109,1SqnpSWvzUZKZUmEpzOoIF,0.392,0.221,10.0,-15.072,1.0,0.0334,0.69,0.499,0.32,0.677,76.658,audio_features,1SqnpSWvzUZKZUmEpzOoIF,spotify:track:1SqnpSWvzUZKZUmEpzOoIF,https://api.spotify.com/v1/tracks/1SqnpSWvzUZKZUmEpzOoIF,https://api.spotify.com/v1/audio-analysis/1SqnpSWvzUZKZUmEpzOoIF,56733.0,3.0,,1SqnpSWvzUZKZUmEpzOoIF,"Lesotho: ""Lesotho, land of our Fathers, you are the most beautiful country of all…"" (arr. P. Breiner)",Lesotho
110,04xZgZvFStaI7KOGs8VuMr,0.316,0.0818,10.0,-17.979,1.0,0.0322,0.972,0.854,0.0952,0.34,103.076,audio_features,04xZgZvFStaI7KOGs8VuMr,spotify:track:04xZgZvFStaI7KOGs8VuMr,https://api.spotify.com/v1/tracks/04xZgZvFStaI7KOGs8VuMr,https://api.spotify.com/v1/audio-analysis/04xZgZvFStaI7KOGs8VuMr,88800.0,4.0,,04xZgZvFStaI7KOGs8VuMr,"Liberia: Liberian Anthem, ""All hail, Liberia, hail!…""",Liberia
111,3rxzgSlXG8sIYPMajR9nFN,0.403,0.212,7.0,-14.876,1.0,0.0278,0.664,0.818,0.0817,0.513,95.753,audio_features,3rxzgSlXG8sIYPMajR9nFN,spotify:track:3rxzgSlXG8sIYPMajR9nFN,https://api.spotify.com/v1/tracks/3rxzgSlXG8sIYPMajR9nFN,https://api.spotify.com/v1/audio-analysis/3rxzgSlXG8sIYPMajR9nFN,88493.0,4.0,,3rxzgSlXG8sIYPMajR9nFN,"Libya: Libya, Libya, Libya, ""Oh my country"" (2011 onwards) [short version]",Libya
112,16NXI15cDBZXNppD2o5WFF,0.139,0.173,5.0,-17.506,1.0,0.0338,0.884,0.915,0.0977,0.0992,71.268,audio_features,16NXI15cDBZXNppD2o5WFF,spotify:track:16NXI15cDBZXNppD2o5WFF,https://api.spotify.com/v1/tracks/16NXI15cDBZXNppD2o5WFF,https://api.spotify.com/v1/audio-analysis/16NXI15cDBZXNppD2o5WFF,78747.0,4.0,,16NXI15cDBZXNppD2o5WFF,"Liechtenstein: ""High above the young Rhine lies Liechtenstein…""",Liechtenstein
113,6d0enQKBShOdQDJ9E5o8Wb,0.169,0.0649,8.0,-20.209,1.0,0.0343,0.979,0.886,0.13,0.13,74.747,audio_features,6d0enQKBShOdQDJ9E5o8Wb,spotify:track:6d0enQKBShOdQDJ9E5o8Wb,https://api.spotify.com/v1/tracks/6d0enQKBShOdQDJ9E5o8Wb,https://api.spotify.com/v1/audio-analysis/6d0enQKBShOdQDJ9E5o8Wb,116840.0,4.0,,6d0enQKBShOdQDJ9E5o8Wb,"Lithuania: Tautiška giesmė (National Song), ""Lithuania, land of heroes…"" [arr. P. Breiner]",Lithuania
114,0uG81CZpM803WLtWHSu67I,0.133,0.0999,0.0,-18.145,1.0,0.039,0.953,0.952,0.102,0.122,164.529,audio_features,0uG81CZpM803WLtWHSu67I,spotify:track:0uG81CZpM803WLtWHSu67I,https://api.spotify.com/v1/tracks/0uG81CZpM803WLtWHSu67I,https://api.spotify.com/v1/audio-analysis/0uG81CZpM803WLtWHSu67I,87867.0,4.0,,0uG81CZpM803WLtWHSu67I,"Luxembourg: Ons Heemecht - Hymne National, ""Where the Alzette water fields…"" (arr. P. Breiner)",Luxembourg
115,3rq9ulFInDOsj4Tt4a2EuS,0.555,0.237,7.0,-15.995,1.0,0.0718,0.918,0.977,0.0798,0.49,97.479,audio_features,3rq9ulFInDOsj4Tt4a2EuS,spotify:track:3rq9ulFInDOsj4Tt4a2EuS,https://api.spotify.com/v1/tracks/3rq9ulFInDOsj4Tt4a2EuS,https://api.spotify.com/v1/audio-analysis/3rq9ulFInDOsj4Tt4a2EuS,52467.0,4.0,,3rq9ulFInDOsj4Tt4a2EuS,"Macau: March of the Volunteers, ""Arise, ye who refuse to be slaves!…"" (arr. P. Breiner)",Macau
116,6Wfrl8JcHdoqpsELQHXGfN,0.53,0.258,0.0,-13.246,1.0,0.0294,0.802,0.936,0.222,0.9,98.467,audio_features,6Wfrl8JcHdoqpsELQHXGfN,spotify:track:6Wfrl8JcHdoqpsELQHXGfN,https://api.spotify.com/v1/tracks/6Wfrl8JcHdoqpsELQHXGfN,https://api.spotify.com/v1/audio-analysis/6Wfrl8JcHdoqpsELQHXGfN,107987.0,4.0,,6Wfrl8JcHdoqpsELQHXGfN,"Macedonia: ""Today over Macedonia a new sun of freedom rises…"" (arr. P. Breiner)",Macedonia
117,6Dsvf27EjytW21l696hRGP,0.315,0.118,10.0,-19.106,1.0,0.0339,0.9,0.727,0.142,0.343,93.149,audio_features,6Dsvf27EjytW21l696hRGP,spotify:track:6Dsvf27EjytW21l696hRGP,https://api.spotify.com/v1/tracks/6Dsvf27EjytW21l696hRGP,https://api.spotify.com/v1/audio-analysis/6Dsvf27EjytW21l696hRGP,70667.0,4.0,,6Dsvf27EjytW21l696hRGP,"Madagascar: ""O, our beloved fatherland…""",Madagascar
118,3hRhoFIkeaoOBoS6Zo35Kg,0.197,0.0941,5.0,-17.25,1.0,0.0497,0.982,0.875,0.0957,0.0473,66.642,audio_features,3hRhoFIkeaoOBoS6Zo35Kg,spotify:track:3hRhoFIkeaoOBoS6Zo35Kg,https://api.spotify.com/v1/tracks/3hRhoFIkeaoOBoS6Zo35Kg,https://api.spotify.com/v1/audio-analysis/3hRhoFIkeaoOBoS6Zo35Kg,69560.0,4.0,,3hRhoFIkeaoOBoS6Zo35Kg,"Malawi: ""O God bless our land of Malawi, keep it a land of peace…"" (arr. P. Breiner)",Malawi
119,3cCmOupy4944LwUFJK7aH2,0.144,0.309,5.0,-15.563,1.0,0.0393,0.648,0.898,0.0904,0.543,148.481,audio_features,3cCmOupy4944LwUFJK7aH2,spotify:track:3cCmOupy4944LwUFJK7aH2,https://api.spotify.com/v1/tracks/3cCmOupy4944LwUFJK7aH2,https://api.spotify.com/v1/audio-analysis/3cCmOupy4944LwUFJK7aH2,86867.0,4.0,,3cCmOupy4944LwUFJK7aH2,"Malaysia: ""My country, my native land…"" (arr. P. Breiner)",Malaysia
120,128lMMOo3Vqrz5IsfwevJZ,0.162,0.231,5.0,-16.024,1.0,0.033,0.914,0.909,0.133,0.508,158.978,audio_features,128lMMOo3Vqrz5IsfwevJZ,spotify:track:128lMMOo3Vqrz5IsfwevJZ,https://api.spotify.com/v1/tracks/128lMMOo3Vqrz5IsfwevJZ,https://api.spotify.com/v1/audio-analysis/128lMMOo3Vqrz5IsfwevJZ,81347.0,4.0,,128lMMOo3Vqrz5IsfwevJZ,"Maldives: ""We bow in respect to the Emblem of our Nation…"" (arr. P. Breiner)",Maldives
121,4YYszlixFbSDMsYzNZWA8P,0.648,0.265,7.0,-16.284,1.0,0.0349,0.876,0.945,0.0572,0.623,97.229,audio_features,4YYszlixFbSDMsYzNZWA8P,spotify:track:4YYszlixFbSDMsYzNZWA8P,https://api.spotify.com/v1/tracks/4YYszlixFbSDMsYzNZWA8P,https://api.spotify.com/v1/audio-analysis/4YYszlixFbSDMsYzNZWA8P,64987.0,4.0,,4YYszlixFbSDMsYzNZWA8P,"Mali: Hymne National Malien (Malian National Anthem), ""At your call, Mali…"" [short version] [arr. P. Breiner]",Mali
122,0V3GUT1x9hqfeA89IQ2rxj,0.205,0.157,9.0,-17.707,1.0,0.0409,0.935,0.656,0.088,0.121,108.558,audio_features,0V3GUT1x9hqfeA89IQ2rxj,spotify:track:0V3GUT1x9hqfeA89IQ2rxj,https://api.spotify.com/v1/tracks/0V3GUT1x9hqfeA89IQ2rxj,https://api.spotify.com/v1/audio-analysis/0V3GUT1x9hqfeA89IQ2rxj,65213.0,3.0,,0V3GUT1x9hqfeA89IQ2rxj,"Malta: L-Innu Malti (Malta Hymn), ""Guard her, O Lord, as ever Thou hast guarded…"" [Olympic version] [arr. P. Breiner]",Malta
123,4YbNsPtwMP2ixR5ZRjDAVd,0.352,0.226,4.0,-15.186,1.0,0.0445,0.939,0.843,0.196,0.568,129.444,audio_features,4YbNsPtwMP2ixR5ZRjDAVd,spotify:track:4YbNsPtwMP2ixR5ZRjDAVd,https://api.spotify.com/v1/tracks/4YbNsPtwMP2ixR5ZRjDAVd,https://api.spotify.com/v1/audio-analysis/4YbNsPtwMP2ixR5ZRjDAVd,60067.0,1.0,,4YbNsPtwMP2ixR5ZRjDAVd,"Mauritania: ""Be a helper for God and censure what is forbidden…"" (Olympic version) [arr. P. Breiner]",Mauritania
124,3Qto2972moNyaP4mBxEZTk,0.262,0.179,0.0,-16.37,1.0,0.04,0.756,0.852,0.329,0.415,137.026,audio_features,3Qto2972moNyaP4mBxEZTk,spotify:track:3Qto2972moNyaP4mBxEZTk,https://api.spotify.com/v1/tracks/3Qto2972moNyaP4mBxEZTk,https://api.spotify.com/v1/audio-analysis/3Qto2972moNyaP4mBxEZTk,54867.0,3.0,,3Qto2972moNyaP4mBxEZTk,"Mauritius: Motherland, ""Glory to thee, Motherland…"" (arr. P. Breiner)",Mauritius
125,1XIzOJF49S3d9k7P732nYc,0.505,0.108,7.0,-18.092,1.0,0.0375,0.961,0.922,0.149,0.38,127.428,audio_features,1XIzOJF49S3d9k7P732nYc,spotify:track:1XIzOJF49S3d9k7P732nYc,https://api.spotify.com/v1/tracks/1XIzOJF49S3d9k7P732nYc,https://api.spotify.com/v1/audio-analysis/1XIzOJF49S3d9k7P732nYc,84973.0,4.0,,1XIzOJF49S3d9k7P732nYc,"Mexico: Himno Nacional Mexicano, ""Mexicans, at the cry of war…""",Mexico
126,4P2WhfExBtmHQvfn1KCPZL,0.456,0.26,5.0,-14.706,1.0,0.0418,0.883,0.639,0.101,0.453,98.717,audio_features,4P2WhfExBtmHQvfn1KCPZL,spotify:track:4P2WhfExBtmHQvfn1KCPZL,https://api.spotify.com/v1/tracks/4P2WhfExBtmHQvfn1KCPZL,https://api.spotify.com/v1/audio-analysis/4P2WhfExBtmHQvfn1KCPZL,68760.0,4.0,,4P2WhfExBtmHQvfn1KCPZL,"Moldova: Limba noastră (Our Tongue), ""A treasure is our tongue…"" [arr. P. Breiner]",Moldova
127,3VXMcYT23G9wBnHOEOjNdB,0.611,0.284,8.0,-13.529,1.0,0.0286,0.898,0.942,0.0726,0.898,101.085,audio_features,3VXMcYT23G9wBnHOEOjNdB,spotify:track:3VXMcYT23G9wBnHOEOjNdB,https://api.spotify.com/v1/tracks/3VXMcYT23G9wBnHOEOjNdB,https://api.spotify.com/v1/audio-analysis/3VXMcYT23G9wBnHOEOjNdB,84747.0,4.0,,3VXMcYT23G9wBnHOEOjNdB,"Monaco: A Marcia de Muneghu (The March of Monaco), ""Principality of Monaco, my country…"" [arr. P. Breiner]",Monaco
128,2S8oh6d7SbCjlPLjKSwM0S,0.408,0.252,8.0,-16.412,1.0,0.0377,0.843,0.877,0.148,0.535,67.313,audio_features,2S8oh6d7SbCjlPLjKSwM0S,spotify:track:2S8oh6d7SbCjlPLjKSwM0S,https://api.spotify.com/v1/tracks/2S8oh6d7SbCjlPLjKSwM0S,https://api.spotify.com/v1/audio-analysis/2S8oh6d7SbCjlPLjKSwM0S,70747.0,4.0,,2S8oh6d7SbCjlPLjKSwM0S,"Mongolia: ""Our sacred revolutionary country is the ancestral heart of all Mongols…"" (short version) [arr. P. Breiner]",Mongolia
129,5paLeRkIdLtmTScXNqujmH,0.165,0.187,2.0,-16.723,0.0,0.0387,0.831,0.887,0.0852,0.116,131.134,audio_features,5paLeRkIdLtmTScXNqujmH,spotify:track:5paLeRkIdLtmTScXNqujmH,https://api.spotify.com/v1/tracks/5paLeRkIdLtmTScXNqujmH,https://api.spotify.com/v1/audio-analysis/5paLeRkIdLtmTScXNqujmH,89693.0,4.0,,5paLeRkIdLtmTScXNqujmH,"Montenegro: ""O the bright dawn of May our mother Montenegro…"" (Olympic 2010 version)",Montenegro
130,3Nk02OGJwtGBtZ5zMcy0dn,0.212,0.303,7.0,-13.853,1.0,0.0392,0.597,0.799,0.24,0.159,151.095,audio_features,3Nk02OGJwtGBtZ5zMcy0dn,spotify:track:3Nk02OGJwtGBtZ5zMcy0dn,https://api.spotify.com/v1/tracks/3Nk02OGJwtGBtZ5zMcy0dn,https://api.spotify.com/v1/audio-analysis/3Nk02OGJwtGBtZ5zMcy0dn,85947.0,4.0,,3Nk02OGJwtGBtZ5zMcy0dn,"Montserrat: Montserrat My Country, ""Montserrat is my land…""",Montserrat
131,3GHmScGsa6d6BoKmTkXAKE,0.414,0.206,5.0,-17.024,1.0,0.0406,0.93,0.833,0.11,0.196,64.19,audio_features,3GHmScGsa6d6BoKmTkXAKE,spotify:track:3GHmScGsa6d6BoKmTkXAKE,https://api.spotify.com/v1/tracks/3GHmScGsa6d6BoKmTkXAKE,https://api.spotify.com/v1/audio-analysis/3GHmScGsa6d6BoKmTkXAKE,69080.0,4.0,,3GHmScGsa6d6BoKmTkXAKE,"Morocco: Hymne Chérifien (Hymn of the Sharif), ""Fountain of Freedom, Source of Light…"" [2005 arrangement]",Morocco
132,0pxQabPYxcBno6xnYKbhRc,0.486,0.227,5.0,-14.672,1.0,0.0465,0.94,0.911,0.0582,0.479,94.91,audio_features,0pxQabPYxcBno6xnYKbhRc,spotify:track:0pxQabPYxcBno6xnYKbhRc,https://api.spotify.com/v1/tracks/0pxQabPYxcBno6xnYKbhRc,https://api.spotify.com/v1/audio-analysis/0pxQabPYxcBno6xnYKbhRc,70640.0,4.0,,0pxQabPYxcBno6xnYKbhRc,"Mozambique: Pátria Amada (Lovely Fatherland), ""In the memory of Africa…"" [2002 onwards]",Mozambique
133,6ZTv7i5QfFh9WwYM3pRJFv,0.151,0.204,8.0,-13.163,1.0,0.0317,0.812,0.798,0.0905,0.281,178.46,audio_features,6ZTv7i5QfFh9WwYM3pRJFv,spotify:track:6ZTv7i5QfFh9WwYM3pRJFv,https://api.spotify.com/v1/tracks/6ZTv7i5QfFh9WwYM3pRJFv,https://api.spotify.com/v1/audio-analysis/6ZTv7i5QfFh9WwYM3pRJFv,64413.0,4.0,,6ZTv7i5QfFh9WwYM3pRJFv,"Myanmar: ""We shall always love Burma, land of our forefathers…"" (Olympic version)",Myanmar
134,20ZDAzApNGx4lZcqWktsyZ,0.345,0.222,0.0,-17.697,1.0,0.0395,0.729,0.969,0.0727,0.37,84.873,audio_features,20ZDAzApNGx4lZcqWktsyZ,spotify:track:20ZDAzApNGx4lZcqWktsyZ,https://api.spotify.com/v1/tracks/20ZDAzApNGx4lZcqWktsyZ,https://api.spotify.com/v1/audio-analysis/20ZDAzApNGx4lZcqWktsyZ,80813.0,4.0,,20ZDAzApNGx4lZcqWktsyZ,"Namibia: ""Namibia, land of the brave…"" (arr. P. Breiner)",Namibia
135,6nBY6n7q4KjEK0XMKvlhrV,0.295,0.308,10.0,-15.124,1.0,0.0355,0.73,0.76,0.282,0.284,70.22,audio_features,6nBY6n7q4KjEK0XMKvlhrV,spotify:track:6nBY6n7q4KjEK0XMKvlhrV,https://api.spotify.com/v1/tracks/6nBY6n7q4KjEK0XMKvlhrV,https://api.spotify.com/v1/audio-analysis/6nBY6n7q4KjEK0XMKvlhrV,80440.0,4.0,,6nBY6n7q4KjEK0XMKvlhrV,"Nepal: Sayaun Thunga Phool Ka (Hundreds of Flowers), ""Woven from hundreds of flowers…"" [2006 onwards]",Nepal
136,0eTbo4kLIHiJZhRyJX8fTs,0.147,0.214,7.0,-15.768,1.0,0.0429,0.887,0.871,0.116,0.286,167.824,audio_features,0eTbo4kLIHiJZhRyJX8fTs,spotify:track:0eTbo4kLIHiJZhRyJX8fTs,https://api.spotify.com/v1/tracks/0eTbo4kLIHiJZhRyJX8fTs,https://api.spotify.com/v1/audio-analysis/0eTbo4kLIHiJZhRyJX8fTs,56827.0,4.0,,0eTbo4kLIHiJZhRyJX8fTs,"Netherlands: Het Wilhelmus (The William), ""William of Nassau an I, of Germanic descent…"" [arr. P. Breiner]",Netherlands
137,2zmZAg7Im6K1QK8O6FgH1g,0.144,0.185,8.0,-15.392,1.0,0.0355,0.91,0.908,0.305,0.364,79.304,audio_features,2zmZAg7Im6K1QK8O6FgH1g,spotify:track:2zmZAg7Im6K1QK8O6FgH1g,https://api.spotify.com/v1/tracks/2zmZAg7Im6K1QK8O6FgH1g,https://api.spotify.com/v1/audio-analysis/2zmZAg7Im6K1QK8O6FgH1g,60347.0,4.0,,2zmZAg7Im6K1QK8O6FgH1g,"New Zealand: God Defend New Zealand, ""God of nations, at Thy feet…"" (arr. P. Breiner)",New Zealand
138,1Q90KlFjFdiFJAbb3aWYp4,0.401,0.0383,10.0,-19.113,1.0,0.0354,0.957,0.936,0.236,0.233,119.35,audio_features,1Q90KlFjFdiFJAbb3aWYp4,spotify:track:1Q90KlFjFdiFJAbb3aWYp4,https://api.spotify.com/v1/tracks/1Q90KlFjFdiFJAbb3aWYp4,https://api.spotify.com/v1/audio-analysis/1Q90KlFjFdiFJAbb3aWYp4,92747.0,4.0,,1Q90KlFjFdiFJAbb3aWYp4,"Nicaragua: ""Hail to you, Nicaragua…"" (arr. P. Breiner)",Nicaragua
139,2pYrONs2zsZB9jvSgKrFfj,0.418,0.0679,5.0,-17.679,1.0,0.0332,0.95,0.933,0.0639,0.434,82.213,audio_features,2pYrONs2zsZB9jvSgKrFfj,spotify:track:2pYrONs2zsZB9jvSgKrFfj,https://api.spotify.com/v1/tracks/2pYrONs2zsZB9jvSgKrFfj,https://api.spotify.com/v1/audio-analysis/2pYrONs2zsZB9jvSgKrFfj,86427.0,4.0,,2pYrONs2zsZB9jvSgKrFfj,"Niger: La Nigérienne (The Song of Niger), ""By the water of the mighty Niger…"" [Olympic version] [arr. P. Breiner]",Niger
140,59hciKc6vZUvo4ZSj7cTu3,0.232,0.0857,5.0,-17.743,1.0,0.0366,0.717,0.982,0.103,0.283,77.164,audio_features,59hciKc6vZUvo4ZSj7cTu3,spotify:track:59hciKc6vZUvo4ZSj7cTu3,https://api.spotify.com/v1/tracks/59hciKc6vZUvo4ZSj7cTu3,https://api.spotify.com/v1/audio-analysis/59hciKc6vZUvo4ZSj7cTu3,70840.0,4.0,,59hciKc6vZUvo4ZSj7cTu3,"Nigeria: ""Arise, O compatriots, Nigeria's call obey…"" (short version)",Nigeria
141,1SJBp2eqzLWZYbWVJNPfIu,0.137,0.135,3.0,-17.316,1.0,0.0347,0.927,0.864,0.116,0.0683,70.465,audio_features,1SJBp2eqzLWZYbWVJNPfIu,spotify:track:1SJBp2eqzLWZYbWVJNPfIu,https://api.spotify.com/v1/tracks/1SJBp2eqzLWZYbWVJNPfIu,https://api.spotify.com/v1/audio-analysis/1SJBp2eqzLWZYbWVJNPfIu,162080.0,4.0,,1SJBp2eqzLWZYbWVJNPfIu,"Northern Ireland: A Londonderry Air, ""Would God I were the tender apple blossom…""",Northern Ireland
142,5yxAHfK3BFQQ1nG2SzejN3,0.196,0.186,2.0,-17.367,1.0,0.0418,0.98,0.752,0.0637,0.0633,96.702,audio_features,5yxAHfK3BFQQ1nG2SzejN3,spotify:track:5yxAHfK3BFQQ1nG2SzejN3,https://api.spotify.com/v1/tracks/5yxAHfK3BFQQ1nG2SzejN3,https://api.spotify.com/v1/audio-analysis/5yxAHfK3BFQQ1nG2SzejN3,72800.0,4.0,,5yxAHfK3BFQQ1nG2SzejN3,"Norway: Nasjonalsangen (National Song), ""Yes, we love this country…""",Norway
