,key_0,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,error,track_id,track_name,country
47,00nS9ZVcWjsmVPRyriZGAI,0.524,0.276,10.0,-17.423,1.0,0.0497,0.944,0.863,0.153,0.456,115.945,audio_features,00nS9ZVcWjsmVPRyriZGAI,spotify:track:00nS9ZVcWjsmVPRyriZGAI,https://api.spotify.com/v1/tracks/00nS9ZVcWjsmVPRyriZGAI,https://api.spotify.com/v1/audio-analysis/00nS9ZVcWjsmVPRyriZGAI,74667.0,4.0,,00nS9ZVcWjsmVPRyriZGAI,The Bayamo Song (Cuba) [Arr. P. Breiner],The Bayamo Song (Cuba) 
48,4yHoKiLSQrIW0mFELCZSmh,0.211,0.155,7.0,-16.297,1.0,0.0312,0.852,0.773,0.114,0.122,139.3,audio_features,4yHoKiLSQrIW0mFELCZSmh,spotify:track:4yHoKiLSQrIW0mFELCZSmh,https://api.spotify.com/v1/tracks/4yHoKiLSQrIW0mFELCZSmh,https://api.spotify.com/v1/audio-analysis/4yHoKiLSQrIW0mFELCZSmh,85213.0,4.0,,4yHoKiLSQrIW0mFELCZSmh,Anthem of Curaçao (Curaçao) [Arr. P. Breiner] [Short Version],Anthem of Curaçao (Curaçao) 
49,7aSIXDUWbYq3EQZjEccnkY,0.464,0.202,5.0,-15.4,1.0,0.0322,0.782,0.936,0.098,0.384,93.367,audio_features,7aSIXDUWbYq3EQZjEccnkY,spotify:track:7aSIXDUWbYq3EQZjEccnkY,https://api.spotify.com/v1/tracks/7aSIXDUWbYq3EQZjEccnkY,https://api.spotify.com/v1/audio-analysis/7aSIXDUWbYq3EQZjEccnkY,56520.0,3.0,,7aSIXDUWbYq3EQZjEccnkY,Hymn to Freedom (Cyprus) [Arr. P. Breiner],Hymn to Freedom (Cyprus) 
50,1u6NJArnQldluowQkyUaCZ,0.227,0.363,3.0,-14.902,1.0,0.0364,0.673,0.922,0.125,0.28,64.062,audio_features,1u6NJArnQldluowQkyUaCZ,spotify:track:1u6NJArnQldluowQkyUaCZ,https://api.spotify.com/v1/tracks/1u6NJArnQldluowQkyUaCZ,https://api.spotify.com/v1/audio-analysis/1u6NJArnQldluowQkyUaCZ,73720.0,4.0,,1u6NJArnQldluowQkyUaCZ,Where Is My Home? (Czech Republic) [Arr. P. Breiner] [Olympic Version],Where Is My Home? (Czech Republic) 
51,4VtjU65fAhhArHQL2zKVoW,0.111,0.259,2.0,-16.364,1.0,0.047,0.839,0.948,0.087,0.172,81.107,audio_features,4VtjU65fAhhArHQL2zKVoW,spotify:track:4VtjU65fAhhArHQL2zKVoW,https://api.spotify.com/v1/tracks/4VtjU65fAhhArHQL2zKVoW,https://api.spotify.com/v1/audio-analysis/4VtjU65fAhhArHQL2zKVoW,60400.0,4.0,,4VtjU65fAhhArHQL2zKVoW,There Is a Lovely Land (Denmark) [Arr. P. Breiner] [Olympic Version],There Is a Lovely Land (Denmark) 
52,7oXR139jElOIGgJ3siUD5o,0.515,0.297,7.0,-14.078,1.0,0.0355,0.773,0.217,0.186,0.664,116.04,audio_features,7oXR139jElOIGgJ3siUD5o,spotify:track:7oXR139jElOIGgJ3siUD5o,https://api.spotify.com/v1/tracks/7oXR139jElOIGgJ3siUD5o,https://api.spotify.com/v1/audio-analysis/7oXR139jElOIGgJ3siUD5o,47280.0,4.0,,7oXR139jElOIGgJ3siUD5o,Djibouti (Djibouti) [Arr. P. Breiner],Djibouti (Djibouti) 
53,7M6cIe977NVY2op2Hhe1Mk,0.373,0.156,0.0,-16.654,1.0,0.0288,0.482,0.923,0.0819,0.48,89.007,audio_features,7M6cIe977NVY2op2Hhe1Mk,spotify:track:7M6cIe977NVY2op2Hhe1Mk,https://api.spotify.com/v1/tracks/7M6cIe977NVY2op2Hhe1Mk,https://api.spotify.com/v1/audio-analysis/7M6cIe977NVY2op2Hhe1Mk,55413.0,3.0,,7M6cIe977NVY2op2Hhe1Mk,"Isle of Beauty, Isle of Splendour (Dominica) [Arr. P. Breiner] [Short Version]","Isle of Beauty, Isle of Splendour (Dominica) "
54,24ksWDgu0M8HcxL288h4Ry,0.521,0.0617,3.0,-18.956,1.0,0.0448,0.958,0.663,0.0886,0.366,93.689,audio_features,24ksWDgu0M8HcxL288h4Ry,spotify:track:24ksWDgu0M8HcxL288h4Ry,https://api.spotify.com/v1/tracks/24ksWDgu0M8HcxL288h4Ry,https://api.spotify.com/v1/audio-analysis/24ksWDgu0M8HcxL288h4Ry,88000.0,4.0,,24ksWDgu0M8HcxL288h4Ry,National Anthem (Dominican Republic) [Arr. P. Breiner] [Olympic Version],National Anthem (Dominican Republic) 
55,2ChEawGRF0D5PP3sorx95p,0.324,0.251,0.0,-13.966,1.0,0.0339,0.698,0.607,0.12,0.47,137.706,audio_features,2ChEawGRF0D5PP3sorx95p,spotify:track:2ChEawGRF0D5PP3sorx95p,https://api.spotify.com/v1/tracks/2ChEawGRF0D5PP3sorx95p,https://api.spotify.com/v1/audio-analysis/2ChEawGRF0D5PP3sorx95p,68200.0,4.0,,2ChEawGRF0D5PP3sorx95p,Fatherland (East Timor) [Arr. P. Breiner] [Short Version],Fatherland (East Timor) 
56,2rnJuHrX7WzhMZEJwD36sJ,0.482,0.0584,7.0,-19.365,1.0,0.0335,0.9,0.731,0.0446,0.407,106.683,audio_features,2rnJuHrX7WzhMZEJwD36sJ,spotify:track:2rnJuHrX7WzhMZEJwD36sJ,https://api.spotify.com/v1/tracks/2rnJuHrX7WzhMZEJwD36sJ,https://api.spotify.com/v1/audio-analysis/2rnJuHrX7WzhMZEJwD36sJ,80240.0,4.0,,2rnJuHrX7WzhMZEJwD36sJ,"We Salute You, Our Homeland (Ecuador) [Arr. P. Breiner] [Olympic Version]","We Salute You, Our Homeland (Ecuador) "
57,1LSmDgMrjDJRYS3sju3X9Q,0.22,0.196,5.0,-15.65,1.0,0.048,0.952,0.782,0.0432,0.352,172.546,audio_features,1LSmDgMrjDJRYS3sju3X9Q,spotify:track:1LSmDgMrjDJRYS3sju3X9Q,https://api.spotify.com/v1/tracks/1LSmDgMrjDJRYS3sju3X9Q,https://api.spotify.com/v1/audio-analysis/1LSmDgMrjDJRYS3sju3X9Q,63667.0,4.0,,1LSmDgMrjDJRYS3sju3X9Q,"My Homeland, My Homeland, My Homeland (Egypt) [Arr. P. Breiner] [Short Version]","My Homeland, My Homeland, My Homeland (Egypt) "
58,51K19izhdHZ7K2g5phWZXF,0.433,0.371,1.0,-18.887,1.0,0.0903,0.649,0.0848,0.419,0.737,103.275,audio_features,51K19izhdHZ7K2g5phWZXF,spotify:track:51K19izhdHZ7K2g5phWZXF,https://api.spotify.com/v1/tracks/51K19izhdHZ7K2g5phWZXF,https://api.spotify.com/v1/audio-analysis/51K19izhdHZ7K2g5phWZXF,84227.0,3.0,,51K19izhdHZ7K2g5phWZXF,National Anthem of El Salvador (El Salvador) [Arr. P. Breiner] [Olympic Version],National Anthem of El Salvador (El Salvador) 
59,0LInriru90opIJRnA8BkL0,0.323,0.252,7.0,-12.955,1.0,0.0318,0.676,0.977,0.224,0.355,73.223,audio_features,0LInriru90opIJRnA8BkL0,spotify:track:0LInriru90opIJRnA8BkL0,https://api.spotify.com/v1/tracks/0LInriru90opIJRnA8BkL0,https://api.spotify.com/v1/audio-analysis/0LInriru90opIJRnA8BkL0,77160.0,4.0,,0LInriru90opIJRnA8BkL0,Land of Hope and Glory (England) [Arr. P. Breiner],Land of Hope and Glory (England) 
60,05hj7RXvEN2wtyMCMgJ0JH,0.655,0.293,9.0,-14.566,1.0,0.036,0.692,0.943,0.0684,0.668,94.631,audio_features,05hj7RXvEN2wtyMCMgJ0JH,spotify:track:05hj7RXvEN2wtyMCMgJ0JH,https://api.spotify.com/v1/tracks/05hj7RXvEN2wtyMCMgJ0JH,https://api.spotify.com/v1/audio-analysis/05hj7RXvEN2wtyMCMgJ0JH,106840.0,4.0,,05hj7RXvEN2wtyMCMgJ0JH,Let Us Tread the Paths of Our Great Happiness (Equatorial Guinea) [Arr. P. Breiner],Let Us Tread the Paths of Our Great Happiness (Equatorial Guinea) 
61,4c9Kt9NDrVoYkZqEV5kqez,0.497,0.231,5.0,-14.776,1.0,0.0278,0.827,0.961,0.155,0.651,83.477,audio_features,4c9Kt9NDrVoYkZqEV5kqez,spotify:track:4c9Kt9NDrVoYkZqEV5kqez,https://api.spotify.com/v1/tracks/4c9Kt9NDrVoYkZqEV5kqez,https://api.spotify.com/v1/audio-analysis/4c9Kt9NDrVoYkZqEV5kqez,68613.0,4.0,,4c9Kt9NDrVoYkZqEV5kqez,"Eritrea: ""Eritrea, Eritrea, Eritrea, her sacrifices, rewarded by freedom…"" (arr. P. Breiner)",Eritrea
62,2odDshmc0MMPdEKohU3YX7,0.373,0.0424,0.0,-19.627,1.0,0.0475,0.937,0.847,0.0584,0.386,87.174,audio_features,2odDshmc0MMPdEKohU3YX7,spotify:track:2odDshmc0MMPdEKohU3YX7,https://api.spotify.com/v1/tracks/2odDshmc0MMPdEKohU3YX7,https://api.spotify.com/v1/audio-analysis/2odDshmc0MMPdEKohU3YX7,67840.0,3.0,,2odDshmc0MMPdEKohU3YX7,"Estonia: ""My native land, my joy, delight…""",Estonia
63,1J0XiyoLP6g8daVKcfGago,0.3,0.32,0.0,-17.1,1.0,0.0514,0.836,0.944,0.105,0.426,113.379,audio_features,1J0XiyoLP6g8daVKcfGago,spotify:track:1J0XiyoLP6g8daVKcfGago,https://api.spotify.com/v1/tracks/1J0XiyoLP6g8daVKcfGago,https://api.spotify.com/v1/audio-analysis/1J0XiyoLP6g8daVKcfGago,78773.0,4.0,,1J0XiyoLP6g8daVKcfGago,"Ethiopia: Whedefit Gesgeshi Woude Henate Ityopya, ""Respect for citizenship is strong…"" (Olympic version)",Ethiopia
64,2ohrbrhhos7fbPVazeYAoP,0.386,0.293,9.0,-14.675,0.0,0.0352,0.832,0.963,0.119,0.787,75.023,audio_features,2ohrbrhhos7fbPVazeYAoP,spotify:track:2ohrbrhhos7fbPVazeYAoP,https://api.spotify.com/v1/tracks/2ohrbrhhos7fbPVazeYAoP,https://api.spotify.com/v1/audio-analysis/2ohrbrhhos7fbPVazeYAoP,49947.0,3.0,,2ohrbrhhos7fbPVazeYAoP,"Faeroe Islands: ""My land, oh most beauteous, possession most dear…"" (Olympic version) [arr. P. Breiner]",Faeroe Islands
65,3h5iUCG7xK78XOM5uY9Mr6,0.294,0.192,10.0,-13.769,1.0,0.0307,0.918,0.855,0.103,0.42,101.824,audio_features,3h5iUCG7xK78XOM5uY9Mr6,spotify:track:3h5iUCG7xK78XOM5uY9Mr6,https://api.spotify.com/v1/tracks/3h5iUCG7xK78XOM5uY9Mr6,https://api.spotify.com/v1/audio-analysis/3h5iUCG7xK78XOM5uY9Mr6,86107.0,4.0,,3h5iUCG7xK78XOM5uY9Mr6,"Fiji: Meda Dau Doka (God Bless Fiji), ""Blessing grant, Oh God of nations…""",Fiji
66,1fEn8NIrGCRILgZLUodoXj,0.212,0.1,0.0,-15.501,1.0,0.0423,0.869,0.828,0.0998,0.373,73.014,audio_features,1fEn8NIrGCRILgZLUodoXj,spotify:track:1fEn8NIrGCRILgZLUodoXj,https://api.spotify.com/v1/tracks/1fEn8NIrGCRILgZLUodoXj,https://api.spotify.com/v1/audio-analysis/1fEn8NIrGCRILgZLUodoXj,61227.0,3.0,,1fEn8NIrGCRILgZLUodoXj,"Finland: Maame (Our Land), ""Oh our land, Finland, fatherland…""",Finland
67,25sPt9bcAZMFk83ZbeJgua,0.368,0.0811,7.0,-17.203,1.0,0.0329,0.948,0.882,0.0685,0.424,108.725,audio_features,25sPt9bcAZMFk83ZbeJgua,spotify:track:25sPt9bcAZMFk83ZbeJgua,https://api.spotify.com/v1/tracks/25sPt9bcAZMFk83ZbeJgua,https://api.spotify.com/v1/audio-analysis/25sPt9bcAZMFk83ZbeJgua,67067.0,4.0,,25sPt9bcAZMFk83ZbeJgua,"France: La Marseillaise (The March of Marseille), ""Arise, children of the fatherland…"" [arr. P. Breiner]",France
68,6H7w2gewCBOeMEAnlaM0Fk,0.41,0.153,7.0,-17.848,1.0,0.0435,0.912,0.92,0.128,0.4,97.265,audio_features,6H7w2gewCBOeMEAnlaM0Fk,spotify:track:6H7w2gewCBOeMEAnlaM0Fk,https://api.spotify.com/v1/tracks/6H7w2gewCBOeMEAnlaM0Fk,https://api.spotify.com/v1/audio-analysis/6H7w2gewCBOeMEAnlaM0Fk,85920.0,4.0,,6H7w2gewCBOeMEAnlaM0Fk,"Gabon La Concorde: (The Concord), ""Dazzling and proud…"" [Olympic version] [arr. P. Breiner]",Gabon La Concorde
69,0Mz1hdObfCn0cJvaGTrmJ4,0.217,0.0596,0.0,-19.659,1.0,0.0389,0.95,0.971,0.162,0.485,80.489,audio_features,0Mz1hdObfCn0cJvaGTrmJ4,spotify:track:0Mz1hdObfCn0cJvaGTrmJ4,https://api.spotify.com/v1/tracks/0Mz1hdObfCn0cJvaGTrmJ4,https://api.spotify.com/v1/audio-analysis/0Mz1hdObfCn0cJvaGTrmJ4,70920.0,1.0,,0Mz1hdObfCn0cJvaGTrmJ4,"Gambia: ""For the Gambia, our homeland…""",Gambia
70,0WMo7Rp6S4ugWPb7aGDQhq,0.275,0.33,10.0,-14.708,1.0,0.0311,0.357,0.946,0.329,0.748,89.13,audio_features,0WMo7Rp6S4ugWPb7aGDQhq,spotify:track:0WMo7Rp6S4ugWPb7aGDQhq,https://api.spotify.com/v1/tracks/0WMo7Rp6S4ugWPb7aGDQhq,https://api.spotify.com/v1/audio-analysis/0WMo7Rp6S4ugWPb7aGDQhq,72867.0,4.0,,0WMo7Rp6S4ugWPb7aGDQhq,"Georgia: Tavisupleba (Liberty), ""My icon is my motherland…"" [2004 onwards] [short version]",Georgia
71,2tLf0KVJgOftjR6o1yw2K9,0.257,0.226,3.0,-17.737,1.0,0.0292,0.763,0.583,0.12,0.375,60.798,audio_features,2tLf0KVJgOftjR6o1yw2K9,spotify:track:2tLf0KVJgOftjR6o1yw2K9,https://api.spotify.com/v1/tracks/2tLf0KVJgOftjR6o1yw2K9,https://api.spotify.com/v1/audio-analysis/2tLf0KVJgOftjR6o1yw2K9,86187.0,4.0,,2tLf0KVJgOftjR6o1yw2K9,Germany: Lied der Deutschen (Song of the Germans) [arr. P. Breiner],Germany
72,5QkDamosnSLX03ZC8zX7aq,0.42,0.334,8.0,-14.982,1.0,0.0284,0.79,0.877,0.108,0.857,94.715,audio_features,5QkDamosnSLX03ZC8zX7aq,spotify:track:5QkDamosnSLX03ZC8zX7aq,https://api.spotify.com/v1/tracks/5QkDamosnSLX03ZC8zX7aq,https://api.spotify.com/v1/audio-analysis/5QkDamosnSLX03ZC8zX7aq,58653.0,4.0,,5QkDamosnSLX03ZC8zX7aq,Ghana: God Bless Our Homeland Ghana (arr. P. Breiner),Ghana
73,22ZaAJ8zCMjXhQmFomW2Kb,0.302,0.17,7.0,-15.376,1.0,0.0298,0.86,0.935,0.0906,0.318,94.404,audio_features,22ZaAJ8zCMjXhQmFomW2Kb,spotify:track:22ZaAJ8zCMjXhQmFomW2Kb,https://api.spotify.com/v1/tracks/22ZaAJ8zCMjXhQmFomW2Kb,https://api.spotify.com/v1/audio-analysis/22ZaAJ8zCMjXhQmFomW2Kb,117987.0,4.0,,22ZaAJ8zCMjXhQmFomW2Kb,"Gibraltar: ""Gibraltar, Gibraltar, the rock on which I stand…"" (arr. P. Breiner)",Gibraltar
74,4FusK4FPzlDXxORfo1m7zq,0.251,0.303,10.0,-13.597,1.0,0.0378,0.754,0.904,0.161,0.584,112.492,audio_features,4FusK4FPzlDXxORfo1m7zq,spotify:track:4FusK4FPzlDXxORfo1m7zq,https://api.spotify.com/v1/tracks/4FusK4FPzlDXxORfo1m7zq,https://api.spotify.com/v1/audio-analysis/4FusK4FPzlDXxORfo1m7zq,47867.0,5.0,,4FusK4FPzlDXxORfo1m7zq,"Great Britain: God Save the Queen, ""God save our gracious Queen…"" (Olympic version) [arr. P. Breiner]",Great Britain
75,7voEW8rNaK27IVYbb3nh2j,0.469,0.21,5.0,-15.366,1.0,0.0285,0.786,0.946,0.13,0.456,92.942,audio_features,7voEW8rNaK27IVYbb3nh2j,spotify:track:7voEW8rNaK27IVYbb3nh2j,https://api.spotify.com/v1/tracks/7voEW8rNaK27IVYbb3nh2j,https://api.spotify.com/v1/audio-analysis/7voEW8rNaK27IVYbb3nh2j,52027.0,3.0,,7voEW8rNaK27IVYbb3nh2j,"Greece: Ymnos eis tin Eleftherian (Hymn to Freedom), ""I shall always recognise you…""",Greece
76,0b0clBBEoH8sp9TOcXxUqN,0.475,0.0219,0.0,-17.9,1.0,0.042,0.973,0.956,0.114,0.534,119.479,audio_features,0b0clBBEoH8sp9TOcXxUqN,spotify:track:0b0clBBEoH8sp9TOcXxUqN,https://api.spotify.com/v1/tracks/0b0clBBEoH8sp9TOcXxUqN,https://api.spotify.com/v1/audio-analysis/0b0clBBEoH8sp9TOcXxUqN,44160.0,4.0,,0b0clBBEoH8sp9TOcXxUqN,"Greenland: ""Our country, who's become so old your head…"" (arr. P. Breiner)",Greenland
77,2jT54WUuhMO1aTA6soJovF,0.29,0.164,2.0,-17.433,1.0,0.0307,0.82,0.786,0.0841,0.542,136.495,audio_features,2jT54WUuhMO1aTA6soJovF,spotify:track:2jT54WUuhMO1aTA6soJovF,https://api.spotify.com/v1/tracks/2jT54WUuhMO1aTA6soJovF,https://api.spotify.com/v1/audio-analysis/2jT54WUuhMO1aTA6soJovF,92747.0,4.0,,2jT54WUuhMO1aTA6soJovF,"Grenada: ""Hail! Grenada, land of ours…""",Grenada
78,1YOgSHDR1NFRzp3bw5e8EY,0.574,0.309,3.0,-17.566,1.0,0.0379,0.884,0.441,0.266,0.635,108.893,audio_features,1YOgSHDR1NFRzp3bw5e8EY,spotify:track:1YOgSHDR1NFRzp3bw5e8EY,https://api.spotify.com/v1/tracks/1YOgSHDR1NFRzp3bw5e8EY,https://api.spotify.com/v1/audio-analysis/1YOgSHDR1NFRzp3bw5e8EY,72760.0,4.0,,1YOgSHDR1NFRzp3bw5e8EY,"Guam: Guam Hymn, ""Stand ye Guamanians for your country…"" (arr. P. Breiner)",Guam
79,2qgTtLzcCy2V6Hnycw8AQH,0.385,0.163,7.0,-14.678,1.0,0.0268,0.926,0.926,0.35,0.397,82.859,audio_features,2qgTtLzcCy2V6Hnycw8AQH,spotify:track:2qgTtLzcCy2V6Hnycw8AQH,https://api.spotify.com/v1/tracks/2qgTtLzcCy2V6Hnycw8AQH,https://api.spotify.com/v1/audio-analysis/2qgTtLzcCy2V6Hnycw8AQH,78827.0,4.0,,2qgTtLzcCy2V6Hnycw8AQH,"Guatemala: ""Fortunate Guatemala!…"" (Olympic version)",Guatemala
80,41XK7TFpKjSBkDwv5syuOa,0.168,0.15,7.0,-17.094,1.0,0.0432,0.957,0.786,0.098,0.111,102.159,audio_features,41XK7TFpKjSBkDwv5syuOa,spotify:track:41XK7TFpKjSBkDwv5syuOa,https://api.spotify.com/v1/tracks/41XK7TFpKjSBkDwv5syuOa,https://api.spotify.com/v1/audio-analysis/41XK7TFpKjSBkDwv5syuOa,89853.0,4.0,,41XK7TFpKjSBkDwv5syuOa,"Guinea: Liberté (Liberty), ""People of Africa! The historic past!…""",Guinea
81,2IvhpUr58yJgtSIDnTp5Gw,0.451,0.119,7.0,-21.106,1.0,0.0409,0.855,0.935,0.0859,0.431,101.475,audio_features,2IvhpUr58yJgtSIDnTp5Gw,spotify:track:2IvhpUr58yJgtSIDnTp5Gw,https://api.spotify.com/v1/tracks/2IvhpUr58yJgtSIDnTp5Gw,https://api.spotify.com/v1/audio-analysis/2IvhpUr58yJgtSIDnTp5Gw,121093.0,4.0,,2IvhpUr58yJgtSIDnTp5Gw,"Guinea-Bissau: Esta é Nossa Pátria Bem Amada (This is Our Beloved Country), ""Sun, sweat, verdure and sea…""",Guinea-Bissau
82,1AuqjWS43ZyPhinLacUZlP,0.233,0.18,9.0,-18.76,1.0,0.0351,0.824,0.869,0.107,0.318,66.141,audio_features,1AuqjWS43ZyPhinLacUZlP,spotify:track:1AuqjWS43ZyPhinLacUZlP,https://api.spotify.com/v1/tracks/1AuqjWS43ZyPhinLacUZlP,https://api.spotify.com/v1/audio-analysis/1AuqjWS43ZyPhinLacUZlP,66933.0,5.0,,1AuqjWS43ZyPhinLacUZlP,"Guyana: ""Dear land of Guyana of rivers and plains"" (arr. P. Breiner)",Guyana
83,5mQBReweg4IL1UzE949eu8,0.608,0.351,10.0,-14.247,1.0,0.0425,0.811,0.894,0.324,0.676,96.474,audio_features,5mQBReweg4IL1UzE949eu8,spotify:track:5mQBReweg4IL1UzE949eu8,https://api.spotify.com/v1/tracks/5mQBReweg4IL1UzE949eu8,https://api.spotify.com/v1/audio-analysis/5mQBReweg4IL1UzE949eu8,52560.0,4.0,,5mQBReweg4IL1UzE949eu8,"Haiti: La Dessalinienne (The Dessalines Song), ""For our country, for our forefathers…""",Haiti
84,73jmlqes89rLnLCPsF91gn,0.48,0.148,0.0,-16.582,1.0,0.0327,0.93,0.752,0.0806,0.448,98.378,audio_features,73jmlqes89rLnLCPsF91gn,spotify:track:73jmlqes89rLnLCPsF91gn,https://api.spotify.com/v1/tracks/73jmlqes89rLnLCPsF91gn,https://api.spotify.com/v1/audio-analysis/73jmlqes89rLnLCPsF91gn,68253.0,4.0,,73jmlqes89rLnLCPsF91gn,"Honduras: ""Like an Indian maiden you were sleeping…"" (Olympic version) [arr. P. Breiner]",Honduras
85,42JxK4ESuWFUPzqe1AABpW,0.125,0.0818,3.0,-20.078,1.0,0.035,0.981,0.887,0.14,0.0398,96.689,audio_features,42JxK4ESuWFUPzqe1AABpW,spotify:track:42JxK4ESuWFUPzqe1AABpW,https://api.spotify.com/v1/tracks/42JxK4ESuWFUPzqe1AABpW,https://api.spotify.com/v1/audio-analysis/42JxK4ESuWFUPzqe1AABpW,83093.0,4.0,,42JxK4ESuWFUPzqe1AABpW,"Hungary: Himnusz (Hymn), ""God Bless the Hungarians with good cheer…"" [Olympic version] [arr. P. Breiner]",Hungary
86,32OORRcSQDB9K9d2lrq4Yr,0.167,0.0535,10.0,-23.201,1.0,0.0459,0.985,0.9,0.123,0.0412,128.993,audio_features,32OORRcSQDB9K9d2lrq4Yr,spotify:track:32OORRcSQDB9K9d2lrq4Yr,https://api.spotify.com/v1/tracks/32OORRcSQDB9K9d2lrq4Yr,https://api.spotify.com/v1/audio-analysis/32OORRcSQDB9K9d2lrq4Yr,86787.0,5.0,,32OORRcSQDB9K9d2lrq4Yr,"Iceland: Lofsongur (Song of Praise), ""O God of our land…"" (Olympic version)",Iceland
87,1OBrv2snr11uCQUZaEx9iU,0.216,0.262,3.0,-16.875,1.0,0.04,0.633,0.849,0.119,0.22,115.029,audio_features,1OBrv2snr11uCQUZaEx9iU,spotify:track:1OBrv2snr11uCQUZaEx9iU,https://api.spotify.com/v1/tracks/1OBrv2snr11uCQUZaEx9iU,https://api.spotify.com/v1/audio-analysis/1OBrv2snr11uCQUZaEx9iU,64720.0,4.0,,1OBrv2snr11uCQUZaEx9iU,"India: ""Glory to thee, ruler of our hearts and of India's destiny!…"" (arr. P. Breiner)",India
88,7Ej4N0d0fJw8C1A6jffHIy,0.405,0.429,7.0,-15.378,1.0,0.0391,0.834,0.17,0.0859,0.423,108.601,audio_features,7Ej4N0d0fJw8C1A6jffHIy,spotify:track:7Ej4N0d0fJw8C1A6jffHIy,https://api.spotify.com/v1/tracks/7Ej4N0d0fJw8C1A6jffHIy,https://api.spotify.com/v1/audio-analysis/7Ej4N0d0fJw8C1A6jffHIy,86973.0,4.0,,7Ej4N0d0fJw8C1A6jffHIy,"Indonesia: ""Indonesia, our native country, our birthplace…"" (arr. P. Breiner)",Indonesia
89,3e2KYjwBoAxPvTwWHZ6wED,0.292,0.155,7.0,-17.291,1.0,0.0406,0.796,0.931,0.0983,0.237,136.882,audio_features,3e2KYjwBoAxPvTwWHZ6wED,spotify:track:3e2KYjwBoAxPvTwWHZ6wED,https://api.spotify.com/v1/tracks/3e2KYjwBoAxPvTwWHZ6wED,https://api.spotify.com/v1/audio-analysis/3e2KYjwBoAxPvTwWHZ6wED,71200.0,4.0,,3e2KYjwBoAxPvTwWHZ6wED,"Iran: ""Upwards on the horizon rises the Eastern Sun…""",Iran
90,6TbawcCSCoC8UrF4Zj1SPb,0.38,0.392,7.0,-14.19,0.0,0.0347,0.783,0.919,0.29,0.752,95.094,audio_features,6TbawcCSCoC8UrF4Zj1SPb,spotify:track:6TbawcCSCoC8UrF4Zj1SPb,https://api.spotify.com/v1/tracks/6TbawcCSCoC8UrF4Zj1SPb,https://api.spotify.com/v1/audio-analysis/6TbawcCSCoC8UrF4Zj1SPb,66693.0,3.0,,6TbawcCSCoC8UrF4Zj1SPb,"Iraq: Mawtini (My Homeland), ""My homeland, my homeland, glory and beauty…"" [2004 onwards] [short version]",Iraq
91,0pl1Gs4FeURl63j55WaVvA,0.318,0.165,10.0,-18.508,1.0,0.0336,0.863,0.802,0.1,0.333,33.333,audio_features,0pl1Gs4FeURl63j55WaVvA,spotify:track:0pl1Gs4FeURl63j55WaVvA,https://api.spotify.com/v1/tracks/0pl1Gs4FeURl63j55WaVvA,https://api.spotify.com/v1/audio-analysis/0pl1Gs4FeURl63j55WaVvA,79547.0,4.0,,0pl1Gs4FeURl63j55WaVvA,"Ireland: Amhran na bhFiann (The Soldier's Song), ""Soldiers are we…""",Ireland
92,6cuzFOMRGtAMXRIJhwoHjZ,0.0784,0.104,2.0,-21.252,0.0,0.0343,0.742,0.809,0.067,0.329,68.53,audio_features,6cuzFOMRGtAMXRIJhwoHjZ,spotify:track:6cuzFOMRGtAMXRIJhwoHjZ,https://api.spotify.com/v1/tracks/6cuzFOMRGtAMXRIJhwoHjZ,https://api.spotify.com/v1/audio-analysis/6cuzFOMRGtAMXRIJhwoHjZ,86813.0,4.0,,6cuzFOMRGtAMXRIJhwoHjZ,"Israel: Hatikvah (The Hope), ""While yet within the heart…"" [arr. P. Breiner]",Israel
93,34CP2srPrDwymC15CK34he,0.519,0.181,10.0,-18.332,1.0,0.0496,0.905,0.898,0.344,0.335,108.05,audio_features,34CP2srPrDwymC15CK34he,spotify:track:34CP2srPrDwymC15CK34he,https://api.spotify.com/v1/tracks/34CP2srPrDwymC15CK34he,https://api.spotify.com/v1/audio-analysis/34CP2srPrDwymC15CK34he,107493.0,4.0,,34CP2srPrDwymC15CK34he,"Italy: Il Canto degli Italiani (The Song of the Italians), ""Italian Brother, Italy has awakened…""",Italy
94,2YdRwCSdJulOC9DZkjUBYu,0.651,0.242,7.0,-16.048,1.0,0.0351,0.778,0.922,0.285,0.757,96.504,audio_features,2YdRwCSdJulOC9DZkjUBYu,spotify:track:2YdRwCSdJulOC9DZkjUBYu,https://api.spotify.com/v1/tracks/2YdRwCSdJulOC9DZkjUBYu,https://api.spotify.com/v1/audio-analysis/2YdRwCSdJulOC9DZkjUBYu,76347.0,4.0,,2YdRwCSdJulOC9DZkjUBYu,"Ivory Coast: L'Abidjanaise (Song of Abidjan), ""We salute you, O land of hope"" [arr. P. Breiner]",Ivory Coast
